Severity	Code	Description	Project	File	Line	Suppression State	Details
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'themeDropDown' and no accessible extension method 'themeDropDown' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	40		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'themeDropDown' and no accessible extension method 'themeDropDown' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	41		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'themeDropDown' and no accessible extension method 'themeDropDown' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	42		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'themeDropDown' and no accessible extension method 'themeDropDown' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	43		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'themeDropDown' and no accessible extension method 'themeDropDown' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	44		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbModifiedProfiles' and no accessible extension method 'tsbModifiedProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	45		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'toolStripSeparator1' and no accessible extension method 'toolStripSeparator1' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	46		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbRefreshProfile' and no accessible extension method 'tsbRefreshProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	47		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbRestoreProfile' and no accessible extension method 'tsbRestoreProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	48		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbCreateProfile' and no accessible extension method 'tsbCreateProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	49		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbDeleteProfile' and no accessible extension method 'tsbDeleteProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	50		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep2' and no accessible extension method 'tsSep2' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	51		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbAddApplication' and no accessible extension method 'tsbAddApplication' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	52		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tssbRemoveApplication' and no accessible extension method 'tssbRemoveApplication' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	53		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep3' and no accessible extension method 'tsSep3' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	54		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbExportProfiles' and no accessible extension method 'tsbExportProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	55		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'exportCurrentProfileOnlyToolStripMenuItem' and no accessible extension method 'exportCurrentProfileOnlyToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	56		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'exportCurrentProfileIncludingPredefinedSettingsToolStripMenuItem' and no accessible extension method 'exportCurrentProfileIncludingPredefinedSettingsToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	57		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'exportUserdefinedProfilesToolStripMenuItem' and no accessible extension method 'exportUserdefinedProfilesToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	58		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'exportAllProfilesNVIDIATextFormatToolStripMenuItem' and no accessible extension method 'exportAllProfilesNVIDIATextFormatToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	59		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbImportProfiles' and no accessible extension method 'tsbImportProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	60		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'importProfilesToolStripMenuItem' and no accessible extension method 'importProfilesToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	61		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'importAllProfilesNVIDIATextFormatToolStripMenuItem' and no accessible extension method 'importAllProfilesNVIDIATextFormatToolStripMenuItem' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	62		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep4' and no accessible extension method 'tsSep4' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	63		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tscbShowCustomSettingNamesOnly' and no accessible extension method 'tscbShowCustomSettingNamesOnly' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	64		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep5' and no accessible extension method 'tsSep5' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	65		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tscbShowScannedUnknownSettings' and no accessible extension method 'tscbShowScannedUnknownSettings' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	66		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbBitValueEditor' and no accessible extension method 'tsbBitValueEditor' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	67		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep6' and no accessible extension method 'tsSep6' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	68		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbApplyProfile' and no accessible extension method 'tsbApplyProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	69		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'btnResetValue' and no accessible extension method 'btnResetValue' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	70		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lblApplications' and no accessible extension method 'lblApplications' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	71		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'toolStripButton5' and no accessible extension method 'toolStripButton5' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	72		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'toolStripLabel2' and no accessible extension method 'toolStripLabel2' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	73		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'toolStripButton6' and no accessible extension method 'toolStripButton6' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	74		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilCombo' and no accessible extension method 'ilCombo' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	75		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'cbValues' and no accessible extension method 'cbValues' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	76		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lblWidth96' and no accessible extension method 'lblWidth96' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	77		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lblWidth330' and no accessible extension method 'lblWidth330' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	78		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lblWidth16' and no accessible extension method 'lblWidth16' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	79		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lblWidth30' and no accessible extension method 'lblWidth30' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	80		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'lvSettings' and no accessible extension method 'lvSettings' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	81		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'chSettingID' and no accessible extension method 'chSettingID' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	82		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'chSettingValue' and no accessible extension method 'chSettingValue' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	83		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'chSettingValueHex' and no accessible extension method 'chSettingValueHex' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	84		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tbSettingDescription' and no accessible extension method 'tbSettingDescription' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	85		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pnlListview' and no accessible extension method 'pnlListview' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	86		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'txtFilter' and no accessible extension method 'txtFilter' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	87		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	88		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pnlListview' and no accessible extension method 'pnlListview' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	89		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	94		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	95		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	96		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	97		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	98		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'ilListView' and no accessible extension method 'ilListView' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	99		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	103		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	105		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	106		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	107		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	108		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'pbMain' and no accessible extension method 'pbMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	109		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	113		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	114		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	116		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	117		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	118		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	119		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	120		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	121		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	122		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsMain' and no accessible extension method 'tsMain' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	123		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tslProfiles' and no accessible extension method 'tslProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	124		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'cbProfiles' and no accessible extension method 'cbProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	125		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbModifiedProfiles' and no accessible extension method 'tsbModifiedProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	126		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'toolStripSeparator1' and no accessible extension method 'toolStripSeparator1' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	127		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbRefreshProfile' and no accessible extension method 'tsbRefreshProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	128		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbRestoreProfile' and no accessible extension method 'tsbRestoreProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	129		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbCreateProfile' and no accessible extension method 'tsbCreateProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	130		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbDeleteProfile' and no accessible extension method 'tsbDeleteProfile' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	131		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep2' and no accessible extension method 'tsSep2' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	132		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbAddApplication' and no accessible extension method 'tsbAddApplication' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	133		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tssbRemoveApplication' and no accessible extension method 'tssbRemoveApplication' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	134		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsSep3' and no accessible extension method 'tsSep3' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	135		
Error (active)	CS1061	'frmDrvSettings' does not contain a definition for 'tsbExportProfiles' and no accessible extension method 'tsbExportProfiles' accepting a first argument of type 'frmDrvSettings' could be found (are you missing a using directive or an assembly reference?)	nvidiaProfileInspector	C:\Users\Kingo\source\repos\nvidiaProfileInspector\nspector\frmDrvSettings.Designer.cs	136		
